prompt,completion,train
<s>[INST] Provide details for the goal scored by Romelu Lukaku of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Panama on 2018-06-18 at the group stage stage.  [/INST],"The goal was scored by Romelu Lukaku of Belgium in the 69' minute (second half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Belgium vs Panama on 2018-06-18 at the group stage stage. It was regular play. Minute of regulation: 69, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Romelu Lukaku of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Panama on 2018-06-18 at the group stage stage.  [/INST],"The goal was scored by Romelu Lukaku of Belgium in the 75' minute (second half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Belgium vs Panama on 2018-06-18 at the group stage stage. It was regular play. Minute of regulation: 75, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Harry Kane of England in the 2018 FIFA Men's World Cup match Tunisia vs England on 2018-06-18 at the group stage stage.  [/INST],"The goal was scored by Harry Kane of England in the 11' minute (first half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Tunisia vs England on 2018-06-18 at the group stage stage. It was regular play. Minute of regulation: 11, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Ferjani Sassi of Tunisia in the 2018 FIFA Men's World Cup match Tunisia vs England on 2018-06-18 at the group stage stage.  [/INST],"The goal was scored by Ferjani Sassi of Tunisia in the 35' minute (first half) wearing shirt number 13 during the 2018 FIFA Men's World Cup match Tunisia vs England on 2018-06-18 at the group stage stage. It was a penalty. Minute of regulation: 35, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Harry Kane of England in the 2018 FIFA Men's World Cup match Tunisia vs England on 2018-06-18 at the group stage stage.  [/INST],"The goal was scored by Harry Kane of England in the 90'+1' minute (second half, stoppage time) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Tunisia vs England on 2018-06-18 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 1.",train
<s>[INST] Provide details for the goal scored by Shinji Kagawa of Japan in the 2018 FIFA Men's World Cup match Colombia vs Japan on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Shinji Kagawa of Japan in the 6' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Colombia vs Japan on 2018-06-19 at the group stage stage. It was a penalty. Minute of regulation: 6, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Juan Fernando Quintero of Colombia in the 2018 FIFA Men's World Cup match Colombia vs Japan on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Juan Fernando Quintero of Colombia in the 39' minute (first half) wearing shirt number 20 during the 2018 FIFA Men's World Cup match Colombia vs Japan on 2018-06-19 at the group stage stage. It was regular play. Minute of regulation: 39, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Yuya Osako of Japan in the 2018 FIFA Men's World Cup match Colombia vs Japan on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Yuya Osako of Japan in the 73' minute (second half) wearing shirt number 15 during the 2018 FIFA Men's World Cup match Colombia vs Japan on 2018-06-19 at the group stage stage. It was regular play. Minute of regulation: 73, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Thiago Cionek of Senegal in the 2018 FIFA Men's World Cup match Poland vs Senegal on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Thiago Cionek of Senegal in the 37' minute (first half) wearing shirt number 4 during the 2018 FIFA Men's World Cup match Poland vs Senegal on 2018-06-19 at the group stage stage. It was an own goal. Minute of regulation: 37, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by M'Baye Niang of Senegal in the 2018 FIFA Men's World Cup match Poland vs Senegal on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by M'Baye Niang of Senegal in the 60' minute (second half) wearing shirt number 19 during the 2018 FIFA Men's World Cup match Poland vs Senegal on 2018-06-19 at the group stage stage. It was regular play. Minute of regulation: 60, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Grzegorz Krychowiak of Poland in the 2018 FIFA Men's World Cup match Poland vs Senegal on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Grzegorz Krychowiak of Poland in the 86' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Poland vs Senegal on 2018-06-19 at the group stage stage. It was regular play. Minute of regulation: 86, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Ahmed Fathy of Russia in the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Ahmed Fathy of Russia in the 47' minute (second half) wearing shirt number 7 during the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage. It was an own goal. Minute of regulation: 47, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Denis Cheryshev of Russia in the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Denis Cheryshev of Russia in the 59' minute (second half) wearing shirt number 6 during the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage. It was regular play. Minute of regulation: 59, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Artem Dzyuba of Russia in the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Artem Dzyuba of Russia in the 62' minute (second half) wearing shirt number 22 during the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage. It was regular play. Minute of regulation: 62, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Mohamed Salah of Egypt in the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage.  [/INST],"The goal was scored by Mohamed Salah of Egypt in the 73' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Russia vs Egypt on 2018-06-19 at the group stage stage. It was a penalty. Minute of regulation: 73, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Cristiano Ronaldo of Portugal in the 2018 FIFA Men's World Cup match Portugal vs Morocco on 2018-06-20 at the group stage stage.  [/INST],"The goal was scored by Cristiano Ronaldo of Portugal in the 4' minute (first half) wearing shirt number 7 during the 2018 FIFA Men's World Cup match Portugal vs Morocco on 2018-06-20 at the group stage stage. It was regular play. Minute of regulation: 4, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Luis Suárez of Uruguay in the 2018 FIFA Men's World Cup match Uruguay vs Saudi Arabia on 2018-06-20 at the group stage stage.  [/INST],"The goal was scored by Luis Suárez of Uruguay in the 23' minute (first half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Uruguay vs Saudi Arabia on 2018-06-20 at the group stage stage. It was regular play. Minute of regulation: 23, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Diego Costa of Spain in the 2018 FIFA Men's World Cup match Iran vs Spain on 2018-06-20 at the group stage stage.  [/INST],"The goal was scored by Diego Costa of Spain in the 54' minute (second half) wearing shirt number 19 during the 2018 FIFA Men's World Cup match Iran vs Spain on 2018-06-20 at the group stage stage. It was regular play. Minute of regulation: 54, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Christian Eriksen of Denmark in the 2018 FIFA Men's World Cup match Denmark vs Australia on 2018-06-21 at the group stage stage.  [/INST],"The goal was scored by Christian Eriksen of Denmark in the 7' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Denmark vs Australia on 2018-06-21 at the group stage stage. It was regular play. Minute of regulation: 7, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Mile Jedinak of Australia in the 2018 FIFA Men's World Cup match Denmark vs Australia on 2018-06-21 at the group stage stage.  [/INST],"The goal was scored by Mile Jedinak of Australia in the 38' minute (first half) wearing shirt number 15 during the 2018 FIFA Men's World Cup match Denmark vs Australia on 2018-06-21 at the group stage stage. It was a penalty. Minute of regulation: 38, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Kylian Mbappé of France in the 2018 FIFA Men's World Cup match France vs Peru on 2018-06-21 at the group stage stage.  [/INST],"The goal was scored by Kylian Mbappé of France in the 34' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match France vs Peru on 2018-06-21 at the group stage stage. It was regular play. Minute of regulation: 34, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ante Rebić of Croatia in the 2018 FIFA Men's World Cup match Argentina vs Croatia on 2018-06-21 at the group stage stage.  [/INST],"The goal was scored by Ante Rebić of Croatia in the 53' minute (second half) wearing shirt number 18 during the 2018 FIFA Men's World Cup match Argentina vs Croatia on 2018-06-21 at the group stage stage. It was regular play. Minute of regulation: 53, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Luka Modrić of Croatia in the 2018 FIFA Men's World Cup match Argentina vs Croatia on 2018-06-21 at the group stage stage.  [/INST],"The goal was scored by Luka Modrić of Croatia in the 80' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Argentina vs Croatia on 2018-06-21 at the group stage stage. It was regular play. Minute of regulation: 80, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ivan Rakitić of Croatia in the 2018 FIFA Men's World Cup match Argentina vs Croatia on 2018-06-21 at the group stage stage.  [/INST],"The goal was scored by Ivan Rakitić of Croatia in the 90'+1' minute (second half, stoppage time) wearing shirt number 7 during the 2018 FIFA Men's World Cup match Argentina vs Croatia on 2018-06-21 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 1.",train
<s>[INST] Provide details for the goal scored by Philippe Coutinho of Brazil in the 2018 FIFA Men's World Cup match Brazil vs Costa Rica on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by Philippe Coutinho of Brazil in the 90'+1' minute (second half, stoppage time) wearing shirt number 11 during the 2018 FIFA Men's World Cup match Brazil vs Costa Rica on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 1.",train
<s>[INST] Provide details for the goal scored by not applicable Neymar of Brazil in the 2018 FIFA Men's World Cup match Brazil vs Costa Rica on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by not applicable Neymar of Brazil in the 90'+7' minute (second half, stoppage time) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Brazil vs Costa Rica on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 7.",train
<s>[INST] Provide details for the goal scored by Ahmed Musa of Nigeria in the 2018 FIFA Men's World Cup match Nigeria vs Iceland on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by Ahmed Musa of Nigeria in the 49' minute (second half) wearing shirt number 7 during the 2018 FIFA Men's World Cup match Nigeria vs Iceland on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 49, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ahmed Musa of Nigeria in the 2018 FIFA Men's World Cup match Nigeria vs Iceland on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by Ahmed Musa of Nigeria in the 75' minute (second half) wearing shirt number 7 during the 2018 FIFA Men's World Cup match Nigeria vs Iceland on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 75, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Aleksandar Mitrović of Serbia in the 2018 FIFA Men's World Cup match Serbia vs Switzerland on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by Aleksandar Mitrović of Serbia in the 5' minute (first half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Serbia vs Switzerland on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 5, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Granit Xhaka of Switzerland in the 2018 FIFA Men's World Cup match Serbia vs Switzerland on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by Granit Xhaka of Switzerland in the 52' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Serbia vs Switzerland on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 52, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Xherdan Shaqiri of Switzerland in the 2018 FIFA Men's World Cup match Serbia vs Switzerland on 2018-06-22 at the group stage stage.  [/INST],"The goal was scored by Xherdan Shaqiri of Switzerland in the 90' minute (second half) wearing shirt number 23 during the 2018 FIFA Men's World Cup match Serbia vs Switzerland on 2018-06-22 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Eden Hazard of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Eden Hazard of Belgium in the 6' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was a penalty. Minute of regulation: 6, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Romelu Lukaku of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Romelu Lukaku of Belgium in the 16' minute (first half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 16, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Dylan Bronn of Tunisia in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Dylan Bronn of Tunisia in the 18' minute (first half) wearing shirt number 11 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 18, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Romelu Lukaku of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Romelu Lukaku of Belgium in the 45'+3' minute (first half, stoppage time) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 45, minute of stoppage: 3.",evaluation
<s>[INST] Provide details for the goal scored by Eden Hazard of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Eden Hazard of Belgium in the 51' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 51, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Michy Batshuayi of Belgium in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Michy Batshuayi of Belgium in the 90' minute (second half) wearing shirt number 21 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Wahbi Khazri of Tunisia in the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Wahbi Khazri of Tunisia in the 90'+3' minute (second half, stoppage time) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Belgium vs Tunisia on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 3.",train
<s>[INST] Provide details for the goal scored by Carlos Vela of Mexico in the 2018 FIFA Men's World Cup match South Korea vs Mexico on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Carlos Vela of Mexico in the 26' minute (first half) wearing shirt number 11 during the 2018 FIFA Men's World Cup match South Korea vs Mexico on 2018-06-23 at the group stage stage. It was a penalty. Minute of regulation: 26, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Javier Hernández of Mexico in the 2018 FIFA Men's World Cup match South Korea vs Mexico on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Javier Hernández of Mexico in the 66' minute (second half) wearing shirt number 14 during the 2018 FIFA Men's World Cup match South Korea vs Mexico on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 66, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Heung-min Son of South Korea in the 2018 FIFA Men's World Cup match South Korea vs Mexico on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Heung-min Son of South Korea in the 90'+3' minute (second half, stoppage time) wearing shirt number 7 during the 2018 FIFA Men's World Cup match South Korea vs Mexico on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 3.",train
<s>[INST] Provide details for the goal scored by Ola Toivonen of Sweden in the 2018 FIFA Men's World Cup match Germany vs Sweden on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Ola Toivonen of Sweden in the 32' minute (first half) wearing shirt number 20 during the 2018 FIFA Men's World Cup match Germany vs Sweden on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 32, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Marco Reus of Germany in the 2018 FIFA Men's World Cup match Germany vs Sweden on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Marco Reus of Germany in the 48' minute (second half) wearing shirt number 11 during the 2018 FIFA Men's World Cup match Germany vs Sweden on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 48, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Toni Kroos of Germany in the 2018 FIFA Men's World Cup match Germany vs Sweden on 2018-06-23 at the group stage stage.  [/INST],"The goal was scored by Toni Kroos of Germany in the 90'+5' minute (second half, stoppage time) wearing shirt number 8 during the 2018 FIFA Men's World Cup match Germany vs Sweden on 2018-06-23 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 5.",evaluation
<s>[INST] Provide details for the goal scored by John Stones of England in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by John Stones of England in the 8' minute (first half) wearing shirt number 5 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 8, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Harry Kane of England in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Harry Kane of England in the 22' minute (first half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was a penalty. Minute of regulation: 22, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Jesse Lingard of England in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Jesse Lingard of England in the 36' minute (first half) wearing shirt number 7 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 36, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by John Stones of England in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by John Stones of England in the 40' minute (first half) wearing shirt number 5 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 40, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Harry Kane of England in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Harry Kane of England in the 45'+1' minute (first half, stoppage time) wearing shirt number 9 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was a penalty. Minute of regulation: 45, minute of stoppage: 1.",evaluation
<s>[INST] Provide details for the goal scored by Harry Kane of England in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Harry Kane of England in the 62' minute (second half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 62, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Felipe Baloy of Panama in the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Felipe Baloy of Panama in the 78' minute (second half) wearing shirt number 23 during the 2018 FIFA Men's World Cup match England vs Panama on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 78, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Sadio Mané of Senegal in the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Sadio Mané of Senegal in the 11' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 11, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Takashi Inui of Japan in the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Takashi Inui of Japan in the 34' minute (first half) wearing shirt number 14 during the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 34, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Moussa Wagué of Senegal in the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Moussa Wagué of Senegal in the 71' minute (second half) wearing shirt number 22 during the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 71, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Keisuke Honda of Japan in the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Keisuke Honda of Japan in the 78' minute (second half) wearing shirt number 4 during the 2018 FIFA Men's World Cup match Japan vs Senegal on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 78, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Yerry Mina of Colombia in the 2018 FIFA Men's World Cup match Poland vs Colombia on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Yerry Mina of Colombia in the 40' minute (first half) wearing shirt number 13 during the 2018 FIFA Men's World Cup match Poland vs Colombia on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 40, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Radamel Falcao of Colombia in the 2018 FIFA Men's World Cup match Poland vs Colombia on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Radamel Falcao of Colombia in the 70' minute (second half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Poland vs Colombia on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 70, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Juan Cuadrado of Colombia in the 2018 FIFA Men's World Cup match Poland vs Colombia on 2018-06-24 at the group stage stage.  [/INST],"The goal was scored by Juan Cuadrado of Colombia in the 75' minute (second half) wearing shirt number 11 during the 2018 FIFA Men's World Cup match Poland vs Colombia on 2018-06-24 at the group stage stage. It was regular play. Minute of regulation: 75, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Mohamed Salah of Egypt in the 2018 FIFA Men's World Cup match Saudi Arabia vs Egypt on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Mohamed Salah of Egypt in the 22' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Saudi Arabia vs Egypt on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 22, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Salman Al-Faraj of Saudi Arabia in the 2018 FIFA Men's World Cup match Saudi Arabia vs Egypt on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Salman Al-Faraj of Saudi Arabia in the 45'+6' minute (first half, stoppage time) wearing shirt number 7 during the 2018 FIFA Men's World Cup match Saudi Arabia vs Egypt on 2018-06-25 at the group stage stage. It was a penalty. Minute of regulation: 45, minute of stoppage: 6.",evaluation
<s>[INST] Provide details for the goal scored by Salem Al-Dawsari of Saudi Arabia in the 2018 FIFA Men's World Cup match Saudi Arabia vs Egypt on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Salem Al-Dawsari of Saudi Arabia in the 90'+5' minute (second half, stoppage time) wearing shirt number 18 during the 2018 FIFA Men's World Cup match Saudi Arabia vs Egypt on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 5.",evaluation
<s>[INST] Provide details for the goal scored by Luis Suárez of Uruguay in the 2018 FIFA Men's World Cup match Uruguay vs Russia on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Luis Suárez of Uruguay in the 10' minute (first half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Uruguay vs Russia on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 10, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Denis Cheryshev of Uruguay in the 2018 FIFA Men's World Cup match Uruguay vs Russia on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Denis Cheryshev of Uruguay in the 23' minute (first half) wearing shirt number 6 during the 2018 FIFA Men's World Cup match Uruguay vs Russia on 2018-06-25 at the group stage stage. It was an own goal. Minute of regulation: 23, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Edinson Cavani of Uruguay in the 2018 FIFA Men's World Cup match Uruguay vs Russia on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Edinson Cavani of Uruguay in the 90' minute (second half) wearing shirt number 21 during the 2018 FIFA Men's World Cup match Uruguay vs Russia on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Khalid Boutaïb of Morocco in the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Khalid Boutaïb of Morocco in the 14' minute (first half) wearing shirt number 13 during the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 14, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by not applicable Isco of Spain in the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by not applicable Isco of Spain in the 19' minute (first half) wearing shirt number 22 during the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 19, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Youssef En-Nesyri of Morocco in the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Youssef En-Nesyri of Morocco in the 81' minute (second half) wearing shirt number 19 during the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 81, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Iago Aspas of Spain in the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Iago Aspas of Spain in the 90'+1' minute (second half, stoppage time) wearing shirt number 17 during the 2018 FIFA Men's World Cup match Spain vs Morocco on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 1.",train
<s>[INST] Provide details for the goal scored by Ricardo Quaresma of Portugal in the 2018 FIFA Men's World Cup match Iran vs Portugal on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Ricardo Quaresma of Portugal in the 45' minute (first half) wearing shirt number 20 during the 2018 FIFA Men's World Cup match Iran vs Portugal on 2018-06-25 at the group stage stage. It was regular play. Minute of regulation: 45, minute of stoppage: 0.",train
