prompt,completion
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Nigeria and United States held on 2015-06-16 at BC Place in Vancouver, Canada. The stage of the match was group stage, Group D.  [/INST]","The match was between Nigeria and United States for the 2015 FIFA Women's World Cup. It was held on 2015-06-16 at BC Place in Vancouver, Canada. The stage of the match was group stage, Group D. The final score was 0–1. The match result was a away team win. Winning team was United States.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Australia and Sweden held on 2015-06-16 at Commonwealth Stadium in Edmonton, Canada. The stage of the match was group stage, Group D.  [/INST]","The match was between Australia and Sweden for the 2015 FIFA Women's World Cup. It was held on 2015-06-16 at Commonwealth Stadium in Edmonton, Canada. The stage of the match was group stage, Group D. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between England and Colombia held on 2015-06-17 at Olympic Stadium in Montreal, Canada. The stage of the match was group stage, Group F.  [/INST]","The match was between England and Colombia for the 2015 FIFA Women's World Cup. It was held on 2015-06-17 at Olympic Stadium in Montreal, Canada. The stage of the match was group stage, Group F. The final score was 2–1. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Mexico and France held on 2015-06-17 at TD Place Stadium in Ottawa, Canada. The stage of the match was group stage, Group F.  [/INST]","The match was between Mexico and France for the 2015 FIFA Women's World Cup. It was held on 2015-06-17 at TD Place Stadium in Ottawa, Canada. The stage of the match was group stage, Group F. The final score was 0–5. The match result was a away team win. Winning team was France.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between South Korea and Spain held on 2015-06-17 at TD Place Stadium in Ottawa, Canada. The stage of the match was group stage, Group E.  [/INST]","The match was between South Korea and Spain for the 2015 FIFA Women's World Cup. It was held on 2015-06-17 at TD Place Stadium in Ottawa, Canada. The stage of the match was group stage, Group E. The final score was 2–1. The match result was a home team win. Winning team was South Korea.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Costa Rica and Brazil held on 2015-06-17 at Moncton Stadium in Moncton, Canada. The stage of the match was group stage, Group E.  [/INST]","The match was between Costa Rica and Brazil for the 2015 FIFA Women's World Cup. It was held on 2015-06-17 at Moncton Stadium in Moncton, Canada. The stage of the match was group stage, Group E. The final score was 0–1. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Germany and Sweden held on 2015-06-20 at TD Place Stadium in Ottawa, Canada. The match was a knockout stage.  [/INST]","The match was between Germany and Sweden for the 2015 FIFA Women's World Cup. It was held on 2015-06-20 at TD Place Stadium in Ottawa, Canada. The match was a knockout stage. The final score was 4–1. The match result was a home team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between China and Cameroon held on 2015-06-20 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage.  [/INST]","The match was between China and Cameroon for the 2015 FIFA Women's World Cup. It was held on 2015-06-20 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage. The final score was 1–0. The match result was a home team win. Winning team was China.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Brazil and Australia held on 2015-06-21 at Moncton Stadium in Moncton, Canada. The match was a knockout stage.  [/INST]","The match was between Brazil and Australia for the 2015 FIFA Women's World Cup. It was held on 2015-06-21 at Moncton Stadium in Moncton, Canada. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was Australia.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between France and South Korea held on 2015-06-21 at Olympic Stadium in Montreal, Canada. The match was a knockout stage.  [/INST]","The match was between France and South Korea for the 2015 FIFA Women's World Cup. It was held on 2015-06-21 at Olympic Stadium in Montreal, Canada. The match was a knockout stage. The final score was 3–0. The match result was a home team win. Winning team was France.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Canada and Switzerland held on 2015-06-21 at BC Place in Vancouver, Canada. The match was a knockout stage.  [/INST]","The match was between Canada and Switzerland for the 2015 FIFA Women's World Cup. It was held on 2015-06-21 at BC Place in Vancouver, Canada. The match was a knockout stage. The final score was 1–0. The match result was a home team win. Winning team was Canada.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Norway and England held on 2015-06-22 at TD Place Stadium in Ottawa, Canada. The match was a knockout stage.  [/INST]","The match was between Norway and England for the 2015 FIFA Women's World Cup. It was held on 2015-06-22 at TD Place Stadium in Ottawa, Canada. The match was a knockout stage. The final score was 1–2. The match result was a away team win. Winning team was England.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between United States and Colombia held on 2015-06-22 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage.  [/INST]","The match was between United States and Colombia for the 2015 FIFA Women's World Cup. It was held on 2015-06-22 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage. The final score was 2–0. The match result was a home team win. Winning team was United States.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Japan and Netherlands held on 2015-06-23 at BC Place in Vancouver, Canada. The match was a knockout stage.  [/INST]","The match was between Japan and Netherlands for the 2015 FIFA Women's World Cup. It was held on 2015-06-23 at BC Place in Vancouver, Canada. The match was a knockout stage. The final score was 2–1. The match result was a home team win. Winning team was Japan.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Germany and France held on 2015-06-26 at Olympic Stadium in Montreal, Canada. The match was a knockout stage.  [/INST]","The match was between Germany and France for the 2015 FIFA Women's World Cup. It was held on 2015-06-26 at Olympic Stadium in Montreal, Canada. The match was a knockout stage. The final score was 1–1. The match result was a home team win. Winning team was Germany.  Extra time: Yes.The match ended in a penalty shootout with a score of 5–4. Penalties scored: Germany 5, France 4."
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between China and United States held on 2015-06-26 at TD Place Stadium in Ottawa, Canada. The match was a knockout stage.  [/INST]","The match was between China and United States for the 2015 FIFA Women's World Cup. It was held on 2015-06-26 at TD Place Stadium in Ottawa, Canada. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was United States.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Australia and Japan held on 2015-06-27 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage.  [/INST]","The match was between Australia and Japan for the 2015 FIFA Women's World Cup. It was held on 2015-06-27 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was Japan.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between England and Canada held on 2015-06-27 at BC Place in Vancouver, Canada. The match was a knockout stage.  [/INST]","The match was between England and Canada for the 2015 FIFA Women's World Cup. It was held on 2015-06-27 at BC Place in Vancouver, Canada. The match was a knockout stage. The final score was 2–1. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between United States and Germany held on 2015-06-30 at Olympic Stadium in Montreal, Canada. The match was a knockout stage.  [/INST]","The match was between United States and Germany for the 2015 FIFA Women's World Cup. It was held on 2015-06-30 at Olympic Stadium in Montreal, Canada. The match was a knockout stage. The final score was 2–0. The match result was a home team win. Winning team was United States.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Japan and England held on 2015-07-01 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage.  [/INST]","The match was between Japan and England for the 2015 FIFA Women's World Cup. It was held on 2015-07-01 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage. The final score was 2–1. The match result was a home team win. Winning team was Japan.  "
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between Germany and England held on 2015-07-04 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage.  [/INST]","The match was between Germany and England for the 2015 FIFA Women's World Cup. It was held on 2015-07-04 at Commonwealth Stadium in Edmonton, Canada. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was England.  Extra time: Yes."
"<s>[INST] Provide details for the 2015 FIFA Women's World Cup match between United States and Japan held on 2015-07-05 at BC Place in Vancouver, Canada. The match was a knockout stage.  [/INST]","The match was between United States and Japan for the 2015 FIFA Women's World Cup. It was held on 2015-07-05 at BC Place in Vancouver, Canada. The match was a knockout stage. The final score was 5–2. The match result was a home team win. Winning team was United States.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Russia and Saudi Arabia held on 2018-06-14 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group A.  [/INST]","The match was between Russia and Saudi Arabia for the 2018 FIFA Men's World Cup. It was held on 2018-06-14 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group A. The final score was 5–0. The match result was a home team win. Winning team was Russia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Egypt and Uruguay held on 2018-06-15 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group A.  [/INST]","The match was between Egypt and Uruguay for the 2018 FIFA Men's World Cup. It was held on 2018-06-15 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group A. The final score was 0–1. The match result was a away team win. Winning team was Uruguay.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Morocco and Iran held on 2018-06-15 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group B.  [/INST]","The match was between Morocco and Iran for the 2018 FIFA Men's World Cup. It was held on 2018-06-15 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group B. The final score was 0–1. The match result was a away team win. Winning team was Iran.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Portugal and Spain held on 2018-06-15 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group B.  [/INST]","The match was between Portugal and Spain for the 2018 FIFA Men's World Cup. It was held on 2018-06-15 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group B. The final score was 3–3. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between France and Australia held on 2018-06-16 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group C.  [/INST]","The match was between France and Australia for the 2018 FIFA Men's World Cup. It was held on 2018-06-16 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group C. The final score was 2–1. The match result was a home team win. Winning team was France.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Argentina and Iceland held on 2018-06-16 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group D.  [/INST]","The match was between Argentina and Iceland for the 2018 FIFA Men's World Cup. It was held on 2018-06-16 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group D. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Peru and Denmark held on 2018-06-16 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group C.  [/INST]","The match was between Peru and Denmark for the 2018 FIFA Men's World Cup. It was held on 2018-06-16 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group C. The final score was 0–1. The match result was a away team win. Winning team was Denmark.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Croatia and Nigeria held on 2018-06-16 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group D.  [/INST]","The match was between Croatia and Nigeria for the 2018 FIFA Men's World Cup. It was held on 2018-06-16 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group D. The final score was 2–0. The match result was a home team win. Winning team was Croatia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Costa Rica and Serbia held on 2018-06-17 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group E.  [/INST]","The match was between Costa Rica and Serbia for the 2018 FIFA Men's World Cup. It was held on 2018-06-17 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group E. The final score was 0–1. The match result was a away team win. Winning team was Serbia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Germany and Mexico held on 2018-06-17 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group F.  [/INST]","The match was between Germany and Mexico for the 2018 FIFA Men's World Cup. It was held on 2018-06-17 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group F. The final score was 0–1. The match result was a away team win. Winning team was Mexico.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Brazil and Switzerland held on 2018-06-17 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group E.  [/INST]","The match was between Brazil and Switzerland for the 2018 FIFA Men's World Cup. It was held on 2018-06-17 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group E. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Sweden and South Korea held on 2018-06-18 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group F.  [/INST]","The match was between Sweden and South Korea for the 2018 FIFA Men's World Cup. It was held on 2018-06-18 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group F. The final score was 1–0. The match result was a home team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Belgium and Panama held on 2018-06-18 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group G.  [/INST]","The match was between Belgium and Panama for the 2018 FIFA Men's World Cup. It was held on 2018-06-18 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group G. The final score was 3–0. The match result was a home team win. Winning team was Belgium.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Tunisia and England held on 2018-06-18 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group G.  [/INST]","The match was between Tunisia and England for the 2018 FIFA Men's World Cup. It was held on 2018-06-18 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group G. The final score was 1–2. The match result was a away team win. Winning team was England.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Colombia and Japan held on 2018-06-19 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group H.  [/INST]","The match was between Colombia and Japan for the 2018 FIFA Men's World Cup. It was held on 2018-06-19 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group H. The final score was 1–2. The match result was a away team win. Winning team was Japan.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Poland and Senegal held on 2018-06-19 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group H.  [/INST]","The match was between Poland and Senegal for the 2018 FIFA Men's World Cup. It was held on 2018-06-19 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group H. The final score was 1–2. The match result was a away team win. Winning team was Senegal.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Russia and Egypt held on 2018-06-19 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group A.  [/INST]","The match was between Russia and Egypt for the 2018 FIFA Men's World Cup. It was held on 2018-06-19 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group A. The final score was 3–1. The match result was a home team win. Winning team was Russia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Portugal and Morocco held on 2018-06-20 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group B.  [/INST]","The match was between Portugal and Morocco for the 2018 FIFA Men's World Cup. It was held on 2018-06-20 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group B. The final score was 1–0. The match result was a home team win. Winning team was Portugal.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Uruguay and Saudi Arabia held on 2018-06-20 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group A.  [/INST]","The match was between Uruguay and Saudi Arabia for the 2018 FIFA Men's World Cup. It was held on 2018-06-20 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group A. The final score was 1–0. The match result was a home team win. Winning team was Uruguay.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Iran and Spain held on 2018-06-20 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group B.  [/INST]","The match was between Iran and Spain for the 2018 FIFA Men's World Cup. It was held on 2018-06-20 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group B. The final score was 0–1. The match result was a away team win. Winning team was Spain.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Denmark and Australia held on 2018-06-21 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group C.  [/INST]","The match was between Denmark and Australia for the 2018 FIFA Men's World Cup. It was held on 2018-06-21 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group C. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between France and Peru held on 2018-06-21 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group C.  [/INST]","The match was between France and Peru for the 2018 FIFA Men's World Cup. It was held on 2018-06-21 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group C. The final score was 1–0. The match result was a home team win. Winning team was France.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Argentina and Croatia held on 2018-06-21 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group D.  [/INST]","The match was between Argentina and Croatia for the 2018 FIFA Men's World Cup. It was held on 2018-06-21 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group D. The final score was 0–3. The match result was a away team win. Winning team was Croatia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Brazil and Costa Rica held on 2018-06-22 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group E.  [/INST]","The match was between Brazil and Costa Rica for the 2018 FIFA Men's World Cup. It was held on 2018-06-22 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group E. The final score was 2–0. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Nigeria and Iceland held on 2018-06-22 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group D.  [/INST]","The match was between Nigeria and Iceland for the 2018 FIFA Men's World Cup. It was held on 2018-06-22 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group D. The final score was 2–0. The match result was a home team win. Winning team was Nigeria.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Serbia and Switzerland held on 2018-06-22 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group E.  [/INST]","The match was between Serbia and Switzerland for the 2018 FIFA Men's World Cup. It was held on 2018-06-22 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group E. The final score was 1–2. The match result was a away team win. Winning team was Switzerland.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Belgium and Tunisia held on 2018-06-23 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group G.  [/INST]","The match was between Belgium and Tunisia for the 2018 FIFA Men's World Cup. It was held on 2018-06-23 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group G. The final score was 5–2. The match result was a home team win. Winning team was Belgium.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between South Korea and Mexico held on 2018-06-23 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group F.  [/INST]","The match was between South Korea and Mexico for the 2018 FIFA Men's World Cup. It was held on 2018-06-23 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group F. The final score was 1–2. The match result was a away team win. Winning team was Mexico.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Germany and Sweden held on 2018-06-23 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group F.  [/INST]","The match was between Germany and Sweden for the 2018 FIFA Men's World Cup. It was held on 2018-06-23 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group F. The final score was 2–1. The match result was a home team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between England and Panama held on 2018-06-24 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group G.  [/INST]","The match was between England and Panama for the 2018 FIFA Men's World Cup. It was held on 2018-06-24 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group G. The final score was 6–1. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Japan and Senegal held on 2018-06-24 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group H.  [/INST]","The match was between Japan and Senegal for the 2018 FIFA Men's World Cup. It was held on 2018-06-24 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group H. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Poland and Colombia held on 2018-06-24 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group H.  [/INST]","The match was between Poland and Colombia for the 2018 FIFA Men's World Cup. It was held on 2018-06-24 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group H. The final score was 0–3. The match result was a away team win. Winning team was Colombia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Saudi Arabia and Egypt held on 2018-06-25 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group A.  [/INST]","The match was between Saudi Arabia and Egypt for the 2018 FIFA Men's World Cup. It was held on 2018-06-25 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group A. The final score was 2–1. The match result was a home team win. Winning team was Saudi Arabia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Uruguay and Russia held on 2018-06-25 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group A.  [/INST]","The match was between Uruguay and Russia for the 2018 FIFA Men's World Cup. It was held on 2018-06-25 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group A. The final score was 3–0. The match result was a home team win. Winning team was Uruguay.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Spain and Morocco held on 2018-06-25 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group B.  [/INST]","The match was between Spain and Morocco for the 2018 FIFA Men's World Cup. It was held on 2018-06-25 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group B. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Iran and Portugal held on 2018-06-25 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group B.  [/INST]","The match was between Iran and Portugal for the 2018 FIFA Men's World Cup. It was held on 2018-06-25 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group B. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Australia and Peru held on 2018-06-26 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group C.  [/INST]","The match was between Australia and Peru for the 2018 FIFA Men's World Cup. It was held on 2018-06-26 at Fisht Olympic Stadium in Sochi, Russia. The stage of the match was group stage, Group C. The final score was 0–2. The match result was a away team win. Winning team was Peru.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Denmark and France held on 2018-06-26 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group C.  [/INST]","The match was between Denmark and France for the 2018 FIFA Men's World Cup. It was held on 2018-06-26 at Luzhniki Stadium in Moscow, Russia. The stage of the match was group stage, Group C. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Iceland and Croatia held on 2018-06-26 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group D.  [/INST]","The match was between Iceland and Croatia for the 2018 FIFA Men's World Cup. It was held on 2018-06-26 at Rostov Arena in Rostov-on-Don, Russia. The stage of the match was group stage, Group D. The final score was 1–2. The match result was a away team win. Winning team was Croatia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Nigeria and Argentina held on 2018-06-26 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group D.  [/INST]","The match was between Nigeria and Argentina for the 2018 FIFA Men's World Cup. It was held on 2018-06-26 at Krestovsky Stadium in Saint Petersburg, Russia. The stage of the match was group stage, Group D. The final score was 1–2. The match result was a away team win. Winning team was Argentina.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between South Korea and Germany held on 2018-06-27 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group F.  [/INST]","The match was between South Korea and Germany for the 2018 FIFA Men's World Cup. It was held on 2018-06-27 at Kazan Arena in Kazan, Russia. The stage of the match was group stage, Group F. The final score was 2–0. The match result was a home team win. Winning team was South Korea.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Mexico and Sweden held on 2018-06-27 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group F.  [/INST]","The match was between Mexico and Sweden for the 2018 FIFA Men's World Cup. It was held on 2018-06-27 at Central Stadium in Yekaterinburg, Russia. The stage of the match was group stage, Group F. The final score was 0–3. The match result was a away team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Serbia and Brazil held on 2018-06-27 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group E.  [/INST]","The match was between Serbia and Brazil for the 2018 FIFA Men's World Cup. It was held on 2018-06-27 at Otkritie Arena in Moscow, Russia. The stage of the match was group stage, Group E. The final score was 0–2. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Switzerland and Costa Rica held on 2018-06-27 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group E.  [/INST]","The match was between Switzerland and Costa Rica for the 2018 FIFA Men's World Cup. It was held on 2018-06-27 at Nizhny Novgorod Stadium in Nizhny Novgorod, Russia. The stage of the match was group stage, Group E. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Japan and Poland held on 2018-06-28 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group H.  [/INST]","The match was between Japan and Poland for the 2018 FIFA Men's World Cup. It was held on 2018-06-28 at Volgograd Arena in Volgograd, Russia. The stage of the match was group stage, Group H. The final score was 0–1. The match result was a away team win. Winning team was Poland.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Senegal and Colombia held on 2018-06-28 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group H.  [/INST]","The match was between Senegal and Colombia for the 2018 FIFA Men's World Cup. It was held on 2018-06-28 at Samara Arena in Samara, Russia. The stage of the match was group stage, Group H. The final score was 0–1. The match result was a away team win. Winning team was Colombia.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between England and Belgium held on 2018-06-28 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group G.  [/INST]","The match was between England and Belgium for the 2018 FIFA Men's World Cup. It was held on 2018-06-28 at Kaliningrad Stadium in Kaliningrad, Russia. The stage of the match was group stage, Group G. The final score was 0–1. The match result was a away team win. Winning team was Belgium.  "
"<s>[INST] Provide details for the 2018 FIFA Men's World Cup match between Panama and Tunisia held on 2018-06-28 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group G.  [/INST]","The match was between Panama and Tunisia for the 2018 FIFA Men's World Cup. It was held on 2018-06-28 at Mordovia Arena in Saransk, Russia. The stage of the match was group stage, Group G. The final score was 1–2. The match result was a away team win. Winning team was Tunisia.  "
